Oct 25,Protect SQL Server 2014 workloads with Extended Security Updates,No Status,"SQL Server 2014 will reach its end of ten-year product lifecycle on July 9th, 2024. To provide you with the flexibility to stay secure while you plan for the future, we are announcing SQL Server 2014 Extended Security Updates.",Preview,SQL Server 2014 Extended Security Updates
Oct 25,Public preview: Built-in Azure Monitor alerts for Azure Site Recovery,IN PREVIEW,"Learn about the new and improved alerting capabilities offered for Azure Site Recovery, via Azure Monitor",Preview,Azure Site Recovery
Oct 25,General availability: Storage auto-grow & online disk scaling for Azure Database for PostgreSQL - Flexible Server,NOW AVAILABLE,"With auto-grow enabled, Azure Database for PostgreSQL - Flexible Server will automatically increase the size of your provisioned storage.",GA,Azure Database for PostgreSQL - Flexible Server
Oct 25,General availability: Latest PostgreSQL minor versions supported by Azure Database for PostgreSQL - Flexible Server,NOW AVAILABLE,"Azure Database for PostgreSQL – Flexible Server now supports minor versions 15.4, 14.9, 13.12, 12.16, 11.21.",GA,Azure Database for PostgreSQL
Oct 25,Public preview: Flush data operation for Azure Cache for Redis,IN PREVIEW,"Basic, Standard, and Premium tier caches now support a built-in flush operation that can be started as a management operation.",GA,Azure Cache for Redis
Oct 25,General availability: Azure Synapse Link for existing MongoDB collections,NOW AVAILABLE,"Azure Synapse Link for Azure Cosmos DB enables near real time analytics, now available for existing MongoDB collections in Azure Cosmos DB for Mongo DB.",Preview.,Azure Synapse Link
Oct 25,"Public preview: Update channel for Basic, Standard and Premium Caches",IN PREVIEW,"Receive early updates by configuring the update channel for your Basic, Standard and Premium tier cache instances.",Preview.,Azure Cache for Redis
Oct 25,General availability: PostgreSQL 16 production support in Azure Cosmos DB for PostgreSQL,NOW AVAILABLE,"You can now choose PostgreSQL 16 when creating PostgreSQL clusters in Azure Cosmos DB for PostgreSQL, a managed service for distributed Postgres database.",Preview,Azure Cosmos DB for PostgreSQL
Oct 24,"The availability of Azure compute reservations exchanges extended until at least July 1st, 2024",No Status,"The availability of Azure compute reservations exchanges extended until at least July 1st, 2024",Preview.,Azure Compute Reservations
Oct 23,Microsoft Security email update and Resources for Azure AD rename to Microsoft Entra ID,NOW AVAILABLE,"Microsoft Entra ID is the new name for Azure Active Directory (Azure AD). The rename and new product icon are being rolled out across experiences from Microsoft. Most updates will be complete by mid-November of this year. Resources are also now available to support the renaming of your product experiences. 

Additionally, Identity emails will now be sent from Microsoft Security (MSSecurity-noreply@microsoft.com). The emails are currently coming from Microsoft Azure (azure-noreply@microsoft.com). You may need to update Outlook rules as a result.",GA,Azure Active Directory (Azure AD)
Oct 20,Changes to My Groups admin controls,IN DEVELOPMENT,"Target retirement date:
                                        June 30, 2024 New settings will enable admins to restrict end users from viewing and editing security groups in My Groups. The existing settings that allow enabling or disabling of My Groups will be retired in June 2024.",Retire.,Microsoft Teams.
Oct 19,Generally available: Zone Redundant Storage for Azure Disks is now available in more regions,NOW AVAILABLE,Zone Redundant Storage (ZRS) for Azure Disks is now available on Azure Premium SSD and Standard SSD in Norway East and UAE North regions.,GA,Azure Disks
Oct 19,Default outbound access for VMs in Azure will be retired— updates and more information,No Status,"Target retirement date:
                                        September 30, 2025 Default outbound access connectivity for virtual machines will be retired in September 2025 -- updates and more information",Retire,Azure Virtual Network Service Endpoints
Oct 18,General Availability: Azure AI Content Safety,NOW AVAILABLE,"Azure AI Content Safety, now generally available, is a service that enables developers to build safer online environments by detecting and assigning severity scores to unsafe images and text across content categories and languages. These capabilities empower businesses to effectively prioritize and streamline the review of both human and AI-generated content, enabling the responsible development of next-generation AI applications.

Learn more: https://aka.ms/contentsafety 

Get started in Azure AI Content Safety Studio: https://aka.ms/contentsafetystudio",GA (Generally Available),Azure AI Content Safety
Oct 17,"Public Preview: VMSS Automatic Instance Repairs - Reimage, Restart Repair Actions",IN PREVIEW,New recovery options available on automatic instance repairs provides the capability for less-disruptive repair actions on sensitive workloads.,Preview,Azure Virtual Machines
Oct 16,Azure Machine Learning - General Availability for October,NOW AVAILABLE,"Three features now available in GA enable you to streamline your network isolation experience, deploy your model locally prior to production, and automate the ML lifecycle without accruing extra compute hours or requiring manual intervention.",GA (general availability),Azure Machine Learning service.
Oct 16,Azure Machine Learning - Public Preview for October,IN PREVIEW,"Four features now available in Public Preview enable you to customize your compute instance experience by using curated or custom environments, collect all model dependencies in a single operation to generate a package than can be move and deployed across environments, label your images at each pixel level with high quality, and conenct and fine-tune Azure OpenAI models with Azure Machine Learning.",`Preview`,Azure Machine Learning
Oct 13,Azure Functions support for Python 3.8 is ending on 14 October 2024,No Status,Upgrade Azure Functions to use Python 3.9 or above.,Preview,Azure Functions
Oct 13,Windows Server 2012/R2 reaches end of support,NOW AVAILABLE,"Windows Server 2012/R2 reaches end of support today on October 10, 2023. Microsoft has several options for organizations to remain protected.",Retire,Azure Virtual Machines
Oct 12,Generally Available: Azure Dedicated Host - Resize,NOW AVAILABLE,Resize capability for Azure dedicated hosts is now generally available,GA,Azure Dedicated Hosts
Oct 11,"Breaking Change Notice: Virtual Machine Scale Set Default Orchestration Mode changing from Uniform to Flexible on PowerShell, Azure CLI",No Status,"Starting November 2023, Virtual Machine Scale Sets created on PowerShell and Azure CLI will automatically default to Flexible orchestration mode.",Preview,Azure Virtual Machine Scale Sets.
Oct 11,Private Preview: Regional Disaster Recovery by Azure Backup for AKS,IN PREVIEW,Customers can now utilize Azure Backup for AKS to recover their containerized applications and data during a regional disaster scenario.,GA,Azure Kubernetes Service
Oct 11,General Availability: Azure Private Link for MySQL – Flexible Server,NOW AVAILABLE,Use Azure Private Link for private connectivity with MySQL – Flexible Server.,Preview.,Azure Private Link.
Oct 11,General Availability: Universal cross-region read replica on Azure Database for MySQL - Flexible Server,NOW AVAILABLE,Provision up to 10 read replicas in universal regions on Azure Database for MySQL - Flexible Server.,`GA`,Azure Database for MySQL - Flexible Server.
Oct 11,General availability: Azure SQL updates for early-October 2023,NOW AVAILABLE,General availability enhancements and updates released for Azure SQL in early-October 2023.,GA (General availability),Azure SQL.
Oct 10,Announcing Public Preview of Azure API Management Pricing Tiers: Basic v2 and Standard v2,IN PREVIEW,"We're thrilled to announce the public preview launch of our latest Azure API Management pricing tiers: Basic v2 and Standard v2. These new tiers address highly sought-after customer requests, bring quality-of-service enhancements, and offer a flexible starting point for API Management, allowing organizations of any size to embark on their API journey.",Preview,Azure API Management
